precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TUDORACHE DANIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CONSTANTIN IOANA-FELICIA-PARTIDUL MIȘCAREA POPULARĂ-voturi","NENOVICI AMALIA-PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","ALBERTS ADINA-MAGDALENA-ALIANȚA PRO BUCUREȘTI 2020-voturi","MECHNO CRINA-VERONICA-PARTIDUL VERDE-voturi","MUSTĂREAŢĂ MĂDĂLINA-ANDREEA-PARTIDUL SOCIAL DEMOCRAT INDEPENDENT-voturi","BAHMUŢEANU ADRIANA-CRISTINA-PARTIDUL ECOLOGIST ROMÂN-voturi","GEREA ANDREI-DOMINIC-PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","CIULU MIOARA-SABINA-PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE-voturi","CULEA MARIAN-ORLANDO-PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","ONORIU EMANUEL-MIȘCAREA PATRIOȚILOR ROMÂNI-voturi","LAZĂR-ŞERBĂNESCU JAQUELINE-MARILENA-PARTIDUL ROMÂNIEI EUROPENE-voturi","CICEU GABRIEL-CIPRIAN-PARTIDUL RE:START ROMÂNIA-voturi","TOADER FLORIN-PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","MAMOC REMUS-BOGDAN-PARTIDUL ROMÂNIA MARE-voturi","ARMAND CLOTILDE-MARIE-BRIGITTE-ALIANȚA USR PLUS-voturi","CURIC ELENA-PARTIDUL NAȚIUNEA ROMÂNĂ-voturi","DÎRLĂU ANDREI-EMIL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUCURA DANIEL-voturi","SCHINAGEL-COSTEA TUDOR-HELMUT-voturi"
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.6",31,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",995,961,24,8,2,485,475,0,8,2,466,19,1000,515,193,32,10,6,11,1,1,0,1,0,3,0,1,0,2,190,1,0,11,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.6",32,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1121,1091,16,8,6,528,514,0,8,6,519,9,1200,672,230,22,7,16,8,0,5,1,2,0,0,0,0,2,0,214,0,1,10,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.7",36,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1315,1294,7,14,0,580,566,0,14,0,569,11,1400,820,227,42,13,7,10,0,5,2,0,0,0,3,2,1,2,240,0,5,7,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.7",37,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1505,1487,12,5,1,665,659,0,5,1,651,14,1600,935,257,38,15,23,3,0,7,2,0,1,4,0,0,1,6,268,0,2,24,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ NR.7",38,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1433,1419,6,7,1,636,628,0,7,1,628,8,1600,964,279,38,6,15,7,1,7,5,0,1,1,0,1,0,1,250,1,1,10,4
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",126,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1357,1332,11,11,3,608,593,1,11,3,597,11,1400,792,242,32,7,10,6,0,8,0,0,0,0,1,1,1,1,264,0,1,15,8
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",128,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1064,1058,0,6,0,473,467,0,6,0,465,8,1200,727,200,27,7,12,4,0,9,4,0,0,0,0,4,0,3,176,1,4,13,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",127,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1079,1062,2,15,0,491,474,2,15,0,484,7,1200,709,182,31,7,13,3,1,6,0,1,0,0,0,2,0,1,226,0,1,9,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",124,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1417,1390,5,16,6,618,595,1,16,6,603,4,1600,993,211,47,6,14,2,1,6,0,1,1,1,0,0,0,1,289,3,4,14,2
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PETRE ISPIRESCU”",125,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1414,1392,0,20,2,652,630,0,20,2,643,9,1600,948,204,49,5,15,7,2,8,3,0,0,0,0,0,0,3,323,0,4,15,5
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",54,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1301,1254,22,20,5,636,610,1,20,5,600,10,1400,760,191,59,6,15,6,0,3,2,0,1,0,0,0,2,1,298,1,1,9,5
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”PIA BRĂTIANU”",55,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1319,1214,84,15,6,523,498,4,15,6,515,7,1400,878,147,31,14,10,8,2,10,1,0,0,0,2,0,0,2,268,0,2,13,5
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",112,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",945,931,0,14,0,361,347,0,14,0,351,10,1000,639,112,33,4,9,3,1,2,0,2,0,0,1,0,0,2,162,0,4,12,4
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",115,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1016,990,13,11,2,359,346,0,11,2,353,6,1200,841,135,31,5,8,3,1,3,0,0,2,0,0,1,0,1,144,1,3,11,4
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",113,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1041,1015,8,15,3,385,367,0,15,3,376,9,1203,818,145,36,4,13,3,0,2,2,0,0,2,0,2,0,4,141,2,2,15,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",114,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1521,1445,45,27,4,569,537,1,27,4,556,13,1600,1031,225,40,5,17,9,1,10,3,1,0,2,0,0,0,1,220,0,0,10,12
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SFINŢII VOIEVOZI”",111,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1009,978,14,16,1,423,405,1,16,1,409,14,1000,577,173,35,14,8,4,0,6,0,2,0,2,0,2,0,5,144,1,0,13,0
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF.NICOLAE”",129,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1476,1449,3,22,2,612,588,0,22,2,604,8,1600,179,204,60,9,18,8,0,7,2,1,5,0,2,2,0,2,263,2,4,9,6
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”SF.NICOLAE”",130,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1264,1230,23,11,0,523,511,1,11,0,518,5,1400,877,191,39,7,19,8,0,8,2,0,1,0,1,1,1,1,220,0,2,16,1
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ SPECIALĂ NR.8",24,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1792,1748,23,20,1,803,781,1,20,1,791,12,2000,1197,269,48,18,24,7,1,16,1,0,3,7,0,0,0,3,367,1,6,17,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ SPECIALĂ NR.8",23,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1561,1538,12,11,0,621,610,0,11,0,605,16,1800,1177,270,38,14,19,10,0,7,3,1,2,2,0,0,0,5,212,1,10,10,1
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ SPECIALĂ NR.8",25,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1655,1617,27,11,0,792,781,0,11,0,781,11,1800,1008,246,50,17,19,13,0,5,0,1,0,2,0,2,2,2,400,1,1,17,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",62,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1462,1446,0,11,5,605,589,0,11,5,595,10,1600,995,190,41,9,12,13,0,7,3,0,0,0,1,1,0,5,291,0,1,16,5
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”TITU MAIORESCU”",63,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1363,1321,23,15,4,602,583,0,15,4,590,12,1400,798,195,57,11,11,10,0,7,2,1,0,0,1,1,0,1,265,1,3,21,3
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”URUGUAY”",108,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1400,1380,11,7,2,574,565,0,7,2,566,8,1600,1025,178,35,9,15,8,1,6,2,3,2,0,1,1,0,3,281,1,3,11,6
42,"MUNICIPIUL BUCUREŞTI","ŞCOALA GIMNAZIALĂ ”URUGUAY”",107,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",955,894,33,13,15,378,351,0,13,14,369,9,1000,622,118,26,3,5,2,0,6,4,2,1,0,1,0,3,1,175,2,3,13,4
42,"MUNICIPIUL BUCUREŞTI","ȘCOALA GIMNAZIALĂ ”URUGUAY”",105,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1039,1025,6,7,1,393,385,0,7,1,381,12,1200,807,108,40,6,12,4,1,7,0,1,4,1,1,1,1,2,170,1,7,12,2
42,"MUNICIPIUL BUCUREŞTI","UNIVERSITATEA DE ARHITECTURĂ ŞI URBANISM ION MINCU",71,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1039,1018,2,16,3,369,348,2,16,3,354,15,1200,831,134,17,9,7,5,1,2,3,1,0,0,0,0,1,2,154,0,2,13,3
42,"MUNICIPIUL BUCUREŞTI","UNIVERSITATEA DE ARHITECTURĂ ŞI URBANISM ION MINCU",70,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",907,892,0,12,3,302,287,0,12,3,295,7,1000,396,109,20,3,3,5,0,2,1,1,0,0,0,0,1,2,136,0,2,7,3
42,"MUNICIPIUL BUCUREŞTI","UNIVERSITATEA DE ŞTIINŢE AGRONOMICE ŞI MEDICINĂ VETERINARĂ BUCUREŞTI",34,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",838,811,12,14,1,341,326,0,14,1,340,1,1000,659,100,23,5,9,7,0,2,0,0,0,1,0,1,0,1,174,0,3,12,2
42,"MUNICIPIUL BUCUREŞTI","UNIVERSITATEA DE ȘTIINȚE AGRONOMICE ȘI MEDICINĂ VETERINARĂ BUCUREȘTI",33,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",1465,1375,62,13,15,609,580,1,13,15,599,10,1600,991,197,36,11,10,9,0,13,1,0,1,2,0,0,1,1,286,0,3,24,4
42,"MUNICIPIUL BUCUREŞTI","UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI",81,"BUCUREŞTI SECTORUL 1",179141,1,PART,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",973,909,49,14,1,327,313,0,14,0,322,5,1000,673,102,36,3,6,4,1,8,0,1,1,1,0,1,0,3,141,0,5,6,3
42,"MUNICIPIUL BUCUREŞTI","UNIVERSITATEA NAŢIONALĂ DE MUZICĂ DIN BUCUREŞTI",82,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,P,P_SV_SECTOR,"2020-09-28 13:50:01",922,881,31,9,1,338,328,0,9,1,334,4,1000,662,108,25,0,9,4,2,4,0,0,0,1,0,2,0,1,170,0,0,5,3
